u,v,key,road_name,highway,length,betweenness
1221460131,1218588052,0,Pan-Island Expressway,motorway,583.9322878908987,0.038846609288803235
440531215,133745525,0,Seletar Expressway,motorway,553.9044181032574,0.038736352153650205
439991716,2577956498,0,Central Expressway,motorway_link,697.3975529684762,0.03851056509434419
245573431,440588376,0,Seletar Expressway,motorway,693.8245331831739,0.038292427151946785
244985705,244985204,0,Kallang-Paya Lebar Expressway,motorway,566.7708787687664,0.03807845586456665
391224424,391224125,0,,motorway_link,129.63289223738772,0.03783691720640636
567938976,139696267,0,Pan-Island Expressway,motorway,569.4494021476456,0.037769914458711605
567939320,139686650,0,Pan-Island Expressway,motorway,1968.2901297888293,0.037734151224083065
158043444,158043546,0,Kranji Expressway,motorway,970.8082207207395,0.03761453053958082
626491409,373101943,0,Kallang-Paya Lebar Expressway,motorway,100.79341130672714,0.03748809497416421
3740792311,1221460131,0,Pan-Island Expressway,motorway,662.6468984619391,0.03736496148651156
3553409690,148997038,0,Central Expressway,motorway,401.2855882465818,0.037329809053157276
1143824826,1539812519,0,East Coast Parkway,motorway,446.84041750208473,0.03730172857965973
566224199,1362160517,0,Ayer Rajah Expressway,motorway,401.87984410942425,0.037296879168815
395218241,626502583,0,Pan-Island Expressway,motorway,1060.8085657189997,0.03724839984644174
1492179378,139701133,0,Pan-Island Expressway,motorway,555.7812444097045,0.036940185061500694
1218588051,568256252,0,Pan-Island Expressway,motorway,643.2073522090518,0.036632477129770295
243494210,25455292,0,East Coast Parkway,motorway,931.6420814201997,0.03645371812869111
567844940,1307501511,0,Ayer Rajah Expressway,motorway,403.61811726165945,0.03621344793691035
567939352,567939320,0,Pan-Island Expressway,motorway,536.2451671882358,0.03614128218565688
137301956,1791656852,0,Central Expressway,motorway,309.290195528361,0.03601016497868883
243494209,243494210,0,East Coast Parkway,motorway,406.9409570736215,0.03595973410365024
1539812519,2521023071,0,East Coast Parkway,motorway,1048.6010667172818,0.035927417555075426
1790582713,571917386,0,Central Expressway,motorway,791.0291314761093,0.03582204521801029
158046085,158044158,0,Kranji Expressway,motorway,340.0766673388405,0.03545415605842362
1791625508,6095934514,0,Central Expressway,motorway,390.7220900073425,0.03539715038977143
1218588052,1218588051,0,Pan-Island Expressway,motorway,744.7773477656176,0.03536884194690525
566531177,566531114,0,Ayer Rajah Expressway,motorway,848.481252389332,0.035366986439778
1143824925,1143824826,0,East Coast Parkway,motorway,252.0036146227995,0.03502029358906594
591879664,1315917427,0,"Marina Coastal Expressway, Kallang-Paya Lebar Expressway",motorway,1131.8846631701967,0.03493245881824322
6690306584,626491410,0,Pan Island Expressway,motorway_link,195.55273953071958,0.034845657890043846
1307501511,2708142114,0,Ayer Rajah Expressway,motorway,1322.2428396395537,0.0347530790414183
626502583,626502534,0,Pan-Island Expressway,motorway,846.0048340070532,0.03464732207099919
571917356,571917030,0,Central Expressway,motorway,699.3879459871363,0.03451316480826225
139694017,1221472014,0,Pan-Island Expressway,motorway,732.2349725016237,0.03449439913618014
158044158,4600357233,0,Kranji Expressway,motorway,792.4922250318319,0.03440260208911075
244985204,6009943936,0,Kallang-Paya Lebar Expressway,motorway,896.912983182806,0.03436030990897951
570016163,626502611,0,Pan-Island Expressway,motorway,1265.568381838909,0.03424370696611234
567854435,139686954,0,Pan-Island Expressway,motorway,817.8411756352147,0.03419329596317954
369516545,244985683,0,Kallang-Paya Lebar Expressway,motorway,433.3456958136169,0.0339590665415993
7229323448,6600201350,0,,motorway_link,449.88796791818794,0.03342406170791166
139686650,567854435,0,Pan-Island Expressway,motorway,679.880349196522,0.03330327493899496
6578324592,135079181,0,Tampines Expressway,motorway,1282.7329974047113,0.033277778546061385
440531214,148981867,0,Seletar Expressway,motorway,486.73902048676564,0.033001976464755854
626489000,626491409,0,Kallang-Paya Lebar Expressway,motorway,832.8642097335093,0.03275084015731097
591879664,2706536622,0,Kallang Paya Lebar Expressway,motorway_link,89.53693880209084,0.032722747231863684
626325205,626489006,0,Sims Way,motorway_link,124.15349404800645,0.03247235593985404
5278684633,3740792311,0,Pan-Island Expressway,motorway,862.1168743960948,0.03222843098769956
1363479459,141883078,0,Ayer Rajah Expressway,motorway,349.81810606688975,0.032014571883993315
135079306,11367978407,0,Tampines Expressway,motorway,637.0231926641,0.03199918501125682
158014842,158014654,0,Bukit Timah Expressway,motorway,910.5264522887119,0.03190833337318453
158067840,158043992,0,,motorway,1109.0646564210463,0.031791090553413656
6073343265,3553409687,0,Tampines Expressway,motorway,556.7645938395074,0.030996722668667875
566531145,566641934,0,Ayer Rajah Expressway,motorway,241.2467140353566,0.03077705482943627
626502631,395216844,0,Pan-Island Expressway,motorway,1050.3823744592696,0.03055167930095259
1475042706,5966983814,0,Kranji Expressway,motorway,436.4751088959197,0.03047482364240116
566531114,566531145,0,Ayer Rajah Expressway,motorway,957.71513547674,0.030214029759058555
1541260508,1541259991,1,Pan-Island Expressway,motorway,335.51844909236513,0.02986087919311507
1541260508,1541259991,0,"Pan Island Expressway, Pan-Island Expressway",motorway_link,337.32217654265776,0.02986087919311507
1166755173,5992186379,0,Tampines Expressway,motorway,1137.8848826820781,0.029814214530645627
626502611,626502631,0,Pan-Island Expressway,motorway,856.5057671183416,0.029767667489716043
139701133,139694017,0,Pan-Island Expressway,motorway,861.546697695086,0.029756199301137435
148997038,440531214,0,Seletar Expressway,motorway,915.3009238163642,0.02966726588259816
567939404,567938960,0,Pan-Island Expressway,motorway,721.6375432486211,0.029570579636593375
568256247,139700093,0,Pan-Island Expressway,motorway,349.31809786452294,0.02950205451751586
133662117,133662122,0,Tampines Expressway,motorway,908.9138852360869,0.02945875729080766
566522006,1363479459,0,Ayer Rajah Expressway,motorway,534.3106527534325,0.02935565312637101
148144277,567844922,0,Ayer Rajah Expressway,motorway,650.7632447639367,0.029294922686696923
566641939,148124046,0,Ayer Rajah Expressway,motorway,657.1888338888559,0.02928138213245048
4624727672,4624727656,0,Tuas Viaduct,primary,1576.4830599265174,0.02915192917931926
2392369410,133662081,0,Tampines Expressway,motorway,734.8647688350156,0.029142100216935
139700093,1492179378,0,Pan-Island Expressway,motorway,1090.4139264034582,0.029126560107192296
6600201348,158014654,0,,motorway_link,935.2841188551313,0.029051477815573927
3168629168,133662117,0,Tampines Expressway,motorway,372.4588529739345,0.028978686510770214
567844922,567844940,0,Ayer Rajah Expressway,motorway,1150.6005933723204,0.028708512569231744
567938960,567938976,0,Pan-Island Expressway,motorway,587.0564392039646,0.028678983525442923
566641934,566641939,0,Ayer Rajah Expressway,motorway,690.1648594324984,0.02852543561848725
568256251,139672022,0,Pan-Island Expressway,motorway,527.2459689234297,0.028515064688464754
246293933,2391178745,0,Clementi Avenue 6,primary,424.02942245383485,0.028478528044314194
568352233,246294003,0,Clementi Avenue 6,primary,154.96680401920258,0.02840796395332384
158067818,158044300,0,Kranji Expressway,motorway,2155.4089464580743,0.02837854133596184
1143835785,1143824925,0,East Coast Parkway,motorway,1300.5735057335203,0.028359091626678545
6600201350,6600201348,0,,motorway_link,476.65705298665523,0.028309644005384455
135080359,135080726,0,Tampines Expressway,motorway,733.3373495430126,0.028256724604487804
2391178744,246293932,0,Clementi Avenue 6,primary,431.25452252914585,0.028225827799397994
5992186379,3168625114,0,Tampines Expressway,motorway,394.729200084598,0.028209719196023587
246293993,246293999,0,Clementi Avenue 6,primary,182.37276580849496,0.028154277787524804
244985641,369516545,0,Kallang-Paya Lebar Expressway,motorway,842.0319117357622,0.028138652360532895
246294003,246293933,0,Clementi Avenue 6,primary,323.6904351722421,0.02804713556602352
137302641,137302917,0,"Whampoa Flyover, Central Expressway",motorway,636.4082469878811,0.0278912647415169
3553412938,6039812463,0,Tampines Expressway,motorway,656.1449018652521,0.02783074847463811
571917386,1363270467,0,Central Expressway,motorway,743.9741749988675,0.027825779486221672
133745582,243472486,0,Central Expressway,motorway,288.44723975491434,0.02772433631847134
6185064865,241598749,0,"Lornie Road, Lornie Highway",trunk,154.25779863933016,0.02772231492068725
568465418,568465430,0,,motorway_link,652.425571353654,0.02771231542118332
139672081,139685890,0,Pan-Island Expressway,motorway,547.9293115926325,0.02766565709709911
158046300,6605064339,0,Kranji Expressway,motorway_link,1395.8708017010326,0.02761672559300457
512082118,571917356,0,Central Expressway,motorway,658.0895026980826,0.027560178790667668
158014842,6600201361,0,,motorway_link,1115.1437044044542,0.027530732794735627
248015461,244985231,0,Kallang-Paya Lebar Expressway,motorway,658.2484162533867,0.02748405277891021
568256252,568256251,0,Pan-Island Expressway,motorway,884.3321968437322,0.02723912548190273
5966983814,158046085,0,Kranji Expressway,motorway,1392.0941534344859,0.02723203455989297
11367978407,135080075,0,Tampines Expressway,motorway,514.8860784564417,0.027060862809751594
888969327,1357034971,0,Clementi Avenue 6,primary,138.46162905639426,0.0270389654300922
626325192,4728054624,0,Kallang Paya Lebar Expressway,motorway_link,696.0679539850039,0.02700301544023368
158046300,158003373,0,Bukit Timah Expressway,motorway,704.8682041342005,0.0269778607837407
1343819032,1345528972,0,Ayer Rajah Expressway,motorway,640.968740858584,0.026941143194503823
135079181,135079149,0,Tampines Expressway,motorway,445.0129976643762,0.026882754904746703
244985231,244985705,0,Kallang-Paya Lebar Expressway,motorway,658.8251138918727,0.026829598577083866
135078865,148981867,0,Tampines Expressway,motorway,479.2284631011177,0.026817304594362577
566531188,566531177,0,Ayer Rajah Expressway,motorway,1060.165251137491,0.02681069338228468
139686954,4647046642,0,Tuas Road,primary,1263.8237309543304,0.02671652909253158
244500618,1483463583,0,Woodlands Avenue 12,primary,11.608503612761387,0.026579571666458347
158044300,1475042706,0,Kranji Expressway,motorway,885.9734955003847,0.026534709349413182
1483463583,440588384,0,Woodlands Avenue 12,primary,473.1200835485861,0.026477167706766037
1345528972,148144277,0,Ayer Rajah Expressway,motorway,1058.4444075153988,0.026454380313012876
1374818545,139655612,0,,motorway_link,325.28958990026996,0.026442309936821198
5259103237,6185064865,0,Lornie Highway,trunk,978.1574729778525,0.026436528940128927
395216844,139702485,0,Pan-Island Expressway,motorway,269.2942004175722,0.026129713825152234
3553413300,1781710554,0,Tampines Expressway,motorway,777.1324234771129,0.025956918647917826
141883078,566531297,0,Ayer Rajah Expressway,motorway,320.86927497885705,0.02589061430460989
133662128,565499246,0,Tampines Expressway,motorway,164.62476787831275,0.025858502379688803
135079396,135079306,0,Tampines Expressway,motorway,525.3724103049605,0.025828150518469577
139693610,1492343905,0,Pan-Island Expressway,motorway,522.8500546447448,0.025740283295117728
2706536622,1539812610,0,,motorway_link,693.5275039202987,0.025724300868826374
